code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,avg_assessment_score,assessment_count,total_vle_clicks,date_registration,date_unregistration,module_presentation_length,final_score,dropout
0,1,-1.2661120175660163,1,0,1,8,2,-0.3402289803143461,3.9015425811228486,0,2,0.7396394935981077,-0.07641254230852494,-0.1661023462667018,-1.8202244276437336,-0.1495401758788451,0.9097797925173533,0.2550552853158108,0
0,1,-1.2351391965201697,0,6,1,1,1,-0.3402289803143461,-0.4810830156421975,0,2,0.26584996410911127,-0.07641254230852494,0.12989574476894164,0.33302583802456437,-0.1495401758788451,0.9097797925173533,-0.1490384787469067,0
0,1,-1.2317376308952863,0,5,0,2,1,-0.3402289803143461,-0.4810830156421975,1,3,-1.7507926485876433,-1.232210756278152,-0.5519042493530794,-0.4592077502873566,-0.4684959348225791,0.9097797925173533,0.15403184430013142,1
0,1,-1.2293048195061835,0,7,0,4,1,-0.3402289803143461,-0.4810830156421975,0,2,0.5574127514869551,-0.07641254230852494,0.5570546665628942,0.3533395197761521,-0.1495401758788451,0.9097797925173533,-0.04801503773122733,0
0,1,-1.226972161280554,0,11,2,4,0,-0.3402289803143461,-0.4810830156421975,0,2,-0.09860352011319395,-0.07641254230852494,-0.10702089097016619,-2.1655570174207246,-0.1495401758788451,0.9097797925173533,-0.19955019925474637,0
0,1,-1.217561405847258,1,10,0,7,1,-0.3402289803143461,-0.4810830156421975,0,2,0.31444376200541846,-0.07641254230852494,0.7266184432639514,-0.8248540218159355,-0.1495401758788451,0.9097797925173533,0.3055670058236505,0
0,1,-1.2040698642440668,1,6,1,2,0,-0.3402289803143461,-0.4810830156421975,0,2,0.31444376200541846,-0.07641254230852494,0.16357217428796694,0.04863429350233634,-0.1495401758788451,0.9097797925173533,-0.1490384787469067,0
0,1,-1.2037420902545168,0,5,0,8,0,-0.3402289803143461,0.9797921832794845,0,2,0.4480767062202638,-0.07641254230852494,0.12576004289818415,0.8205542000626695,-0.1495401758788451,0.9097797925173533,-0.04801503773122733,0
0,1,-1.1919276588978556,0,0,0,6,0,-0.3402289803143461,0.2493545838186435,0,2,0.41770558253507173,-0.07641254230852494,0.40107962458004015,0.7392994730563187,-0.1495401758788451,0.9097797925173533,-0.04801503773122733,0
0,1,-1.1902978937831497,1,4,4,9,2,-0.3402289803143461,-0.4810830156421975,0,2,0.6181549988573393,-0.07641254230852494,1.1478692195282503,-2.2264980626754878,-0.1495401758788451,0.9097797925173533,-0.09852675823906701,0
0,1,-1.1821381424099684,1,8,2,6,1,-0.3402289803143461,-0.4810830156421975,0,2,0.496670504116571,-0.07641254230852494,0.06136125662496032,-0.6826582495548215,-0.1495401758788451,0.9097797925173533,-0.25006191976258607,0
0,1,-1.1796488810559986,0,0,0,1,0,-0.3402289803143461,-0.4810830156421975,0,2,0.47237360516841737,-0.07641254230852494,0.3053676669996524,0.4549079285340907,-0.1495401758788451,0.9097797925173533,0.002496682776612356,0
0,1,-1.1790807394741123,1,0,2,5,1,-0.3402289803143461,-0.4810830156421975,0,2,0.6363776730684544,-0.07641254230852494,-0.06684550136852196,0.2111437475150381,-0.1495401758788451,0.9097797925173533,-0.30057364027042577,0
0,1,-1.1736724686465407,0,5,1,4,0,-0.3402289803143461,-0.4810830156421975,0,2,0.5574127514869551,-0.07641254230852494,1.2837565667102822,0.028320611750748625,-0.1495401758788451,0.9097797925173533,0.002496682776612356,0
0,1,-1.1714053652188214,1,6,2,3,1,-0.3402289803143461,-0.4810830156421975,0,2,0.4237798072721098,-0.07641254230852494,0.8991362927298354,0.04863429350233634,-0.1495401758788451,0.9097797925173533,0.5076138878550092,0
0,1,-1.1684881767118283,0,0,0,6,0,-0.3402289803143461,-0.4810830156421975,0,3,0.2840726383202264,-0.7698914706903011,-0.6168938501792686,-2.2468117444270757,1.3176563152623315,0.9097797925173533,-0.35108536077826547,1
0,1,-1.1585420570956007,0,11,0,5,1,-0.3402289803143461,-0.4810830156421975,0,2,-0.06215817169096336,-0.07641254230852494,-0.09579541446382442,-0.5201487955421197,-0.1495401758788451,0.9097797925173533,-0.7046674043331432,0
0,1,-1.1569086500476775,1,2,1,9,1,-0.3402289803143461,-0.4810830156421975,0,2,0.6910456957018005,-0.07641254230852494,0.6569023260140393,-1.2311276568476899,-0.1495401758788451,0.9097797925173533,0.4571021673471695,0
0,1,-1.151425719589153,1,0,0,10,1,-0.3402289803143461,1.7102297827403254,0,1,-0.2777931498558272,-0.3075721851024503,-0.6493886505923632,0.39396688327932755,-0.1495401758788451,0.9097797925173533,-0.6541556838253035,0
0,1,-1.1501164445975625,1,9,0,2,1,-0.3402289803143461,-0.4810830156421975,0,2,0.25370151463503426,-0.07641254230852494,1.0497940037360012,-0.7639129765611723,-0.1495401758788451,0.9097797925173533,-0.30057364027042577,0
0,1,-1.1459719245963662,1,1,0,2,0,-0.3402289803143461,-0.4810830156421975,0,2,0.3873344588498796,-0.07641254230852494,-0.31616924271990227,0.861181563565845,-0.1495401758788451,0.9097797925173533,0.002496682776612356,0
0,1,-1.1206641306699052,1,5,1,0,0,-0.3402289803143461,-0.4810830156421975,0,2,0.3994829083239562,-0.07641254230852494,0.16475380339389764,0.7799268365594941,-0.1495401758788451,0.9097797925173533,0.10352012379229172,0
0,1,-1.1139338380844828,1,8,2,6,1,-0.3402289803143461,-0.4810830156421975,0,3,0.496670504116571,-1.0010511134842264,-0.5176370052810887,-2.0436749269111987,0.8073271009523569,0.9097797925173533,0.05300840328445204,1
0,1,-1.1082287496997079,1,10,2,6,1,-0.3402289803143461,-0.4810830156421975,0,2,0.08969744673499706,-0.07641254230852494,0.9593993771323017,-0.7639129765611723,-0.1495401758788451,0.9097797925173533,-0.5531322428096241,0
0,1,-1.1031318641622085,1,12,0,1,0,-0.3402289803143461,-0.4810830156421975,0,2,0.32659221147949546,-0.07641254230852494,-0.2783571113301195,0.15020270226027493,-0.1495401758788451,0.9097797925173533,-0.5026205223017844,0
0,1,-1.101514845813763,1,8,2,7,1,-0.3402289803143461,-0.4810830156421975,0,2,0.45415093095730186,-0.07641254230852494,1.706779786633477,-0.6826582495548215,-0.1495401758788451,0.9097797925173533,0.5581256083628489,0
0,1,-1.0996483550399376,1,5,0,2,0,-0.3402289803143461,-0.4810830156421975,0,2,0.6181549988573393,-0.07641254230852494,0.4306203522283079,-0.7639129765611723,-0.1495401758788451,0.9097797925173533,0.3560787263314901,0
